LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
32147/APP/2022/524,Hillingdon,17/02/2022,Approved,All Other,"Demolition of the existing detached dwelling and garage, and replacement with a new detached two-storey dwelling (including habitable roof space) and associated landscaping and ancillary works.",17 THE BROADWALK,,NORTHWOOD,,HA6 2XF,,,,,1,1,0,,,Approved,14/06/2022,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=32147/APP/2022/524
213609,Waltham Forest,23/11/2021,Approved,Prior Approval,"Prior approval for the construction of a roof extension on a detached residential building to create an additional floor providing two self-contained flats (2 x 2 bedroom Use class C3) . Associated works to include landscaping, refuse and cycle storage.","Street Record Woodedge Close,",,,,,,,,,2,0,2,,,Approved,14/06/2022,,,
P/3425/21,Harrow,20/09/2021,Approved,All Other,Re-development to provide a two storey dwelling with basement and habitable roof space (1 x 3 beds); parking; bin / cycle storage; garden room at rear; landscaping; raised patio and decking to rear,,17,Moss Lane,Pinner,HA5 3BB,,,,,1,1,0,,,Approved,12/09/2022,,,http://site.com?appref=P/3425/21-or-1151046
22/00712/FULL,London Borough of Barking and Dagenham,14/06/2022,Approved,All Other,Demolition of existing single storey side extension and the Construction of a new two storey 3x bedroom dwelling house adjacent to 2 Hardie Road,"2 Hardie Road, Dagenham, Barking And Dagenham, RM10 7BS",2,HARDIE ROAD,DAGENHAM,RM10 7BS,,,,,1,0,1,,,Approved,16/08/2022,,,https://online-befirst.lbbd.gov.uk/planning/index.html?fa=getApplication&id=30367
22/3945/FUL,London Borough of Barnet,01/08/2022,Approved,All Other,"Demolition of the existing dwelling and erection of a new two storey dwelling with rooms in the roofspace. Associated off-street parking, refuse/recycling/cycle storage",,55,Hodford Road,Golders Green,NW11 8NL,,,,,1,1,0,,,Approved,09/11/2022,,,
22/3609/FUL,London Borough of Barnet,12/07/2022,Approved,All Other,Conversion of 2no self-contained flats into single family dwelling,5 And 5A Holden RoadLondonN12 8HP,,,,,,,,,0,1,-1,,,Approved,07/12/2022,,,
22/01132/FULL,Westminster,24/03/2022,Approved,All Other,Amalgamation of flats 35a and 35b to a single flat.,Hanover Gate Mansions,,Park Road,,NW1 4SL,,,,,1,3,-2,,,Approved,12/05/2022,,,
225373FUL,Ealing,22/12/2022,Approved,All Other,Conversion of a second floor flat into two self-contained flats,Top Floor Flat,,Hastings Road,London,W13 8QH,,,,,3,1,2,,,Approved,15/02/2023,,,https://pam.ealing.gov.uk/online-applications/PLAN/225373FUL;
222244FUL,Ealing,23/05/2022,Approved,All Other,"Change of use of single family dwellinghouse (Use Class C3) to House in Multiple Occupation (Large HMO) (Use Class Sui Generis) comprising 8 rooms for up to 10 occupants; rear roof extension, installation of three rooflights to front roof slope; associated refuse, cycle storage and amenity space",54 Ranelagh Road,,Ranelagh Road,Southall,UB1 1DG,,,,,0,1,-1,,,Approved,13/07/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/222244FUL;
0790/22,Redbridge,22/03/2022,Approved,All Other,"Erection of a three storey (2 x bedrooms) dwelling with an associated balcony, car parking, cycle storage and waste / refuse storeage. Minor amendments to podium level associated with 106, High Road (staircase and access to the rear of the unit, provision of cycle parking at podium level and relocation of entrance door for existing flats). (Summary).",Development At 106 High Road And Zircon House 22,,Postway Mews,,,,,,,1,0,1,,,Approved,19/05/2022,,,
42917/APP/2021/3381,Hillingdon,06/09/2021,Approved,All Other,"Full planning permission for alterations to the existing building and an additional storey to provide 8 residential units (Use Class C3), and associated works",224-231,,HIGH STREET,,UB8 1LD,,,,,8,0,8,,,Approved,24/06/2022,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=42917/APP/2021/3381
223802FUL,Ealing,13/09/2022,Approved,All Other,"Conversion of an existing building into four self-contained flats (Use Class C3); associated amenity, cycle parking and waste storage spaces; rear roof extension to outrigger, formation of roof terraces at first and second floor and internal courtyard; alterations to side fenestration involving replacement of double door to single door; installation of two windows",11 Beaumont Road,,Beaumont Road,London,W4 5AL,,,,,4,0,4,,,Approved,17/10/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/223802FUL;
22/00626/FUL,Enfield Council,02/03/2022,Approved,All Other,"Redevelopment of site involving demolition of existing dwelling and erection of 2 storey single family dwelling with creation of a basement level, swimming pool and terrace at rear.",,20,Waggon Road,,EN4 0HL,,,,,1,1,0,,,Approved,13/09/2022,,,
22/01081/FULL,London Borough of Barking and Dagenham,21/06/2022,Approved,All Other,Demolition of existing garage and the construction of a new two storey 2x bed dwellinghouse adjacent to 201 Rainham Road North.,,201,RAINHAM ROAD NORTH,,RM10 7EH,,,,,1,0,1,,,Approved,11/08/2022,,,https://online-befirst.lbbd.gov.uk/planning/index.html?fa=getApplication&id=30425
2461/22,Redbridge,26/07/2022,Approved,All Other,"Demolish garage. Erection of 1x2 bedroom single dwelling house with associated car parking, cycle store, waste/refuse and amenity space. Single storey rear extension to existing house. Loft conversion with a rear dormer. Hip to gable roof alterations. Three front roof lights to existing house. Alterations to fenestrations (summary)",Development At 144,,Staines Road,,,,,,,2,0,2,,,Approved,16/09/2022,,,
2019/5077/P,Camden,06/11/2019,Approved,All Other,Erection of 2nd floor rear extension and 3rd floor mansard roof extension plus associated alterations to rear; alterations to ground floor shopfront to provide separate residential access; conversion of upper floors from Class A1 retail to Class C3 residential to create a 2 bedroom flat and a 3 bedroom maisonette.,,151,Camden High Street,London,NW1 7JY,,,,,2,0,2,,,Approved,05/05/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2019/5077/P
22/03452/FUL,Enfield Council,14/10/2022,Approved,All Other,"Change of use from single family dwellinghouse (class C3) to a home (class C2) providing accommodation for upto 5 residents with care, involving a single storey rear extension (PART RETROSPECTIVE).",,28,Hyde Way,,N9 9RT,,,,,0,1,-1,,,Approved,08/12/2022,,,
DM2022/00536,London Borough of Sutton,01/04/2022,Approved,All Other,"Conversion of existing HMO (C4) to a single dwelling house (C3) with the erection of part one, part two storey side and rear extension, conversion of loft space including formation of rear dormer and alteration to existing roofline.",,63A,The Crescent,,SM2 7BT,,,,,1,1,0,,,Approved,27/05/2022,,,
2022/1847/P,Camden,13/06/2022,Approved,All Other,"Conversion of 2 flats into 1 dwellinghouse, replacement of existing conservatory with rear extension, replacement of existing rear dormer with new rear dormer with Juliet balcony, installation of new front gate and replacement of rear ground floor windows with doors",Flat A,,Pandora Road,London,NW6 1TR,,,,,1,2,-1,,,Approved,05/09/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/1847/P
22/01912/FULL,London Borough of Barking and Dagenham,17/11/2022,Approved,All Other,Demolition of existing burnt structure and construction of 3x self-contained units at 4 Farm Close,,4,FARM CLOSE,,RM10 9TX,,,,,3,3,0,,,Approved,16/12/2022,,,https://online-befirst.lbbd.gov.uk/planning/index.html?fa=getApplication&id=31276
P/2555/22,Harrow,13/07/2022,Approved,All Other,Conversion of dwellinghouse into two flats (2 x 2 Bed); Separate Amenity space; Landscaping; Refuse and Cycle Storage,,113,Locket Road,Harrow,HA3 7NY,,,,,2,0,2,,,Approved,07/02/2023,,,http://site.com?appref=P/2555/22-or-1208963
2022/5151,Wandsworth,15/12/2022,Approved,All Other,"Erection of a mansard extension to main rear roof with French doors and safety balustrade and extension above two-storey rear addition with formation of a roof terrace with safety balustrade. Erection of single-storey side/rear and rear ground floor extensions and installation of French doors and safety balustrade in connection with part change of use of commercial unit (Use Class E) and provision of 1 studio, 1 x 1-bedroom and 1 x 2-bedroom flats (Class C3).",,822,Garratt Lane,London,SW17 0LZ,,,,,3,1,2,,,Approved,23/02/2023,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/5151
223632FUL,Ealing,06/09/2022,Approved,All Other,Change of use from two self-contained flats into a single dwellinghouse; incorporating a single storey and first floor rear extension; alteration of roof from hip to gable end; rear roof extension; installation of 3 no. rooflights to the front roof slope; and front porch extension,133 Lynton Road,,Lynton Road,London,W3 9HN,,,,,1,2,-1,,,Approved,28/10/2022,,,https://pam.ealing.gov.uk/online-applications/PLAN/223632FUL;
22/3153/FUL,London Borough of Barnet,15/06/2022,Approved,All Other,"Demolition of the existing dwelling and garage and erection of a new two storey dwelling with rooms in the roofspace, integral garage and rear garden room",,12,Heather Walk,,HA8 9TS,,,,,1,1,0,,,Approved,28/11/2022,,,
22/06621/FULL,Westminster,10/10/2022,Approved,All Other,"Reconfiguration of two residential units to form one unit within Nos. 25, 26 and 48; and new residential unit within No. 49; installation of four condenser units, two on each of the roofs of Nos. 25 and 26; and extension at rear third and fourth floor level of No. 25 and associated works (site includes 25-26 Chester Square and 49-48 Eaton Mews South). (Linked with 22/06622/LBC)",,25,Chester Square,,SW1W 9HS,,,,,2,2,0,,,Approved,22/12/2022,,,
2022/4341,Wandsworth,25/10/2022,Approved,All Other,Alterations including erection of mansard roof extension to main rear roof (with French doors and safety railings) including raising ridge 300mm and formation of roof terrace at second floor level with 1.7m high screen surround in connection with the creation of 1 x 1-bedroom flat.,,26,Badminton Road,London,SW12 8BN,,,,,1,0,1,,,Approved,19/12/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/4341
22/0209/FUL,London Borough of Barnet,31/01/2022,Approved,All Other,"Conversion of the existing dwelling into 2no self-contained flats including demolition of the existing single storey rear extension and erection of two storey rear extension, external stair and creation of new side window openings",,180,East Barnet Road,Station Road To Brookhill Road,EN4 8RD,,,,,2,1,1,,,Approved,01/07/2022,,,
2021/03682/FUL,London Borough of Hammersmith and Fulham,17/11/2021,Approved,All Other,Erection of a rear roof extension; erection of a rear extension at second floor level over part of the existing back addition; alterations to the remaining part of roof of back addition to incorporate a flat roof and the erection of privacy screen around the flat roof at second floor level to the rear elevation in connection with its use as a terrace; installation of French doors with a Juliet balcony to replace the existing window at first floor level to the rear elevation; installation of 2no rooflights above the main flat roof at roof level and above the roof of second floor rear back addition; infilling of 1no rooflight in the front roofslope; conversion of first and second floor level into 1 x 2 bedroom self-contained flat and 1 x 1-bedroom self-contained flat.,,32A,Collingbourne Road,,W12 0JQ,,,,,2,1,1,,,Approved,05/05/2022,,,
0604/22,Redbridge,01/04/2022,Approved,All Other,Demolish two storey semi-detached house. Excavation of a basement. Erection of two storey (4 x bedrooms) single dwelling house. (Summary).,Development At 87,,Wensleydale Avenue,Clayhall,,,,,,1,1,0,,,Approved,26/05/2022,,,
22/P2098,Merton,07/07/2022,Approved,All Other,"REDEVELOPMENT OF SITE COMPRISING PART SINGLE, DOUBLE AND THIRD FLOOR STOREY ROOF EXTENSIONS TO PROVIDE 7x SELF CONTAINED UNITS; FRONT FACADE ALTERATIONS AND RETENTION OF GROUND FLOOR LEVEL FOR RETAIL USE (RENEWAL OF PERMISSION 19/P1089)",,189,London Road,Mitcham,CR4 2JB,,,,,7,0,7,,,Approved,16/12/2022,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=22/P2098
22/3620/FUL,London Borough of Barnet,13/07/2022,Approved,All Other,"External alterations including new front door opening, three window openings and two new roof windowsThis application is associated with a concurrent Prior Approval application for change of use under Part 3, Class MA of Schedule 2 of the Town and Country Planning (General Permitted Development) (England) Order 2015 (as amended) registered on the Planning Portal as reference PP-11385972 and submitted on the same day as this application.",,187B,Woodhouse Road,North Finchley,N12 9AY,,,,,1,0,1,,,Approved,07/09/2022,,,
2122/22,Redbridge,01/07/2022,Approved,All Other,Change of use from a single dwelling house into small a Care Home for up to 6 people (C3b Use Class). (Summary).,"58, Hall Road, Chadwell Heath, Romford, RM6 4LJ",58,Hall Road,Chadwell Heath,RM6 4LJ,,,,,0,1,-1,,,Approved,15/07/2022,,,
22898/APP/2021/3312,Hillingdon,31/08/2021,Approved,All Other,Change of use of a dwellinghouse (Use Class C3) to a four bed home where specialist care is provided for residents (Class C2),102 WEYMOUTH ROAD,102,Weymouth Road,Hayes,UB4 8NJ,,,,,1,1,0,,,Approved,15/07/2022,,,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=22898/APP/2021/3312
22/04845/FULL,Westminster,30/08/2022,Approved,All Other,Change of use of part ground floor premises from Yoga studio to residential use (Class C3) (Linked to 22/05588/LBC),Ground Floor26-28 Finchley RoadLondonNW8 6ES,,,,,,,,,1,0,1,,,Approved,07/11/2022,,,
22/02742/FULL,Westminster,27/05/2022,Approved,All Other,Erection of single storey rear and side infill extensions at basement level with rooflights; conversion of the existing below pavement vaults to provide additional habitable accommodation for Flat 17A including new windows and doors to front lightwell. (Linked to 22/02743/LBC),,17A,Westbourne Terrace Road,,W2 6NF,,,,,1,1,0,,,Approved,10/10/2022,,,
22/00196/FUL,Enfield Council,21/01/2022,Approved,All Other,"Conversion of side garage into a single family dwelling with creation of 1st floor level, together with single storey rear extension.",,100,Clydesdale,,EN3 4RN,,,,,1,0,1,,,Approved,09/09/2022,,,
2021/4549,Wandsworth,04/10/2021,Approved,All Other,"Demolition of existing two storey warehouse and erection of 1 x 3-bedroom two storey (plus basement), 3 x 4-bedroom three-storey (plus basement) and 2 x 2 bedroom two-storey (plus basement) houses.",Ground Floor,,Upper Richmond Road,London,SW15 2RD,,,,,6,0,6,,,Approved,27/04/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2021/4549
22/01607/FUL,Enfield Council,17/05/2022,Approved,All Other,Sub-division of site and erection of a single family dwelling house with vehicular access.,,82,Weir Hall Road,,N18 1EN,,,,,1,0,1,,,Approved,12/08/2022,,,
HGY/2022/1086,Haringey,05/04/2022,Approved,All Other,Conversion of existing Dwellingouse into 3no Flats with Mansard Roof extension,"6, Vartry Road, London, N15 6PT",6,,,,,,,,3,1,2,,,Approved,22/08/2022,,,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GEBZAA4
2022/1518,Hackney,19/07/2022,Approved,All Other,Conversion of two existing units into a single residential dwelling; internal alterations.,"Flat 311, Union Wharf",23,WENLOCK ROAD,HACKNEY,N1 7ST,,,,,1,2,-1,,,Approved,08/09/2022,,,/planning/index.html?fa=getApplication&id=74061
P2020/2995/FUL,Islington,09/11/2020,Approved,All Other,Redevelopment of the land behind 12 Chadwell Street to provide a new three bed dwelling across ground and basement levels will associated amenity space and land scaping the propsal also includes demolition of existing hardstanding.,Private Car Park,,Chadwell Street,London,,,,,,1,0,1,,,Approved,21/03/2023,,,http://site.com/?appref=P2020/2995/FUL-or-495022
22/00711/FULL,London Borough of Barking and Dagenham,26/04/2022,Approved,All Other,"Construction of a front porch to 135 Woodbridge Road and the Construction of a new two storey 3x bedroom dwelling house with a front porch, single storey rear extension, a rear dormer window and a single storey cycle store to the side",,135,WOODBRIDGE ROAD,,IG11 9BB,,,,,1,0,1,,,Approved,14/06/2022,,,https://online-befirst.lbbd.gov.uk/planning/index.html?fa=getApplication&id=30064
2022/1741,Wandsworth,27/04/2022,Approved,All Other,Alterations including two-storey rear extension and change of use to part of the existing commercial unit (class E) to provide a two-bedroom dwelling (Class C3) with associated amenity space.,,56,Lavender Hill,London,SW11 5RQ,,,,,1,0,1,,,Approved,15/08/2022,,,http://planning.wandsworth.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/1741
2021/5763/P,Camden,24/11/2021,Approved,All Other,"Conversion of two self-contained flats into single family dwelling, installation of new external staircase to garden and Juliet balcony at upper ground floor level all to the rear elevation.",,20,Eton Villas,London,NW3 4SG,,,,,1,2,-1,,,Approved,16/08/2022,,,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2021/5763/P
P2022/2456/FUL,Islington,28/06/2022,Approved,All Other,Amalgamation of No.4 & No.5 Barnsbury Square into a single family dwelling with some minor external alterations.,,4,Barnsbury Square,London,,,,,,1,2,-1,,,Approved,19/08/2022,,,
