LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
PA/22/00591/A1,Tower Hamlets,28/03/2022,Approved,All Other,"Demolition of existing buildings and construction of building up to 46 storeys (151.905 m AOD) comprising up to 795 co-living units in sui generis use together with communal facilities, non-residential floor space (class E use) and public realm improvements including landscaping, access and highways works; together with other associated works in respect of the development.This application is accompanied by an Environmental Statement.","56 - 58 Marsh Wall, London E14 9TP",,,,,,,,,795,0,795,,,Approved,28/07/2023,,,https://development.towerhamlets.gov.uk/online-applications/applicationDetails.do?keyVal=DCAPR137726&activeTab=summary
23/1421/FUL,London Borough of Barnet,12/04/2023,Approved,All Other,Conversion of the existing dwelling into 3no. self-contained flats,,97,Hendon Way,,NW2 2LY,,,,,2,0,2,,,Approved,02/10/2023,,,
HGY/2023/2989,Out of Borough,06/11/2023,Approved,All Other,"Ground floor rear extension, and roof extension with loft conversion with roof terrace. Internal alterations to accommodate the amalgamation of six studio flats into the following: one 3-bedroom flat on the ground floor, one 1-bedroom flat on the 1st floor and one 2 bedroom maisonette flat on the 2nds and loft floors.","22 Upper Tollington Park, Hornsey, London, N4 3EL",,Upper Tollington Park,,N4 3EL,,,,,4,6,-2,,,Approved,11/01/2024,,,https://publicregister.haringey.gov.uk/pr/s/detail/a0iTu00000009cn
PALL/2023/3769,Hounslow,01/12/2023,Approved,Prior Approval,"Prior Approval for a single storey upward extension of the mixed terraced building at 598-608 Chiswick, to create two self-contained residential units.",Ground Floor,598-608,Chiswick High Road,London,W4 5RT,,,,,2,0,2,,,Approved,24/01/2024,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=PALL/2023/3769
22/00882/FULMAJ,City of London,04/10/2022,Approved,All Other,"Demolition of existing building and redevelopment of the site for a new building comprising basement, ground plus 20 upper floors (+74.9m AOD) for purpose built student accommodation (769 rooms) and associated amenity space (Sui Generis); Museum use at part ground, first and second floor levels (Use Class F1(c))(+3101sq.m GIA); hard and soft landscaping; ancillary plant and servicing; and associated works.",Friary Court,65,Crutched Friars,,EC3N 2AE,,,,,780,0,780,,,Approved,27/06/2023,,,
P/2023/1050,Hounslow,03/04/2023,Approved,All Other,Demolition of existing three bedroom detached bungalow and erection of a two storey house with associated bin storage and bike storage,,5,Essex Avenue,Isleworth,TW7 6LF,,,,,0,1,-1,,,Approved,06/07/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/1050
P/2023/0565,Hounslow,21/02/2023,Approved,All Other,Erection of a single storey rear infill extension with a glazed roof and alterations to the fenestration following the conversion from two flats to a single house,,20,Heathfield Gardens,London,,,,,,1,2,-1,,,Approved,17/04/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0565
P/2023/1771,Hounslow,23/06/2023,Approved,All Other,Erection of a two storey semi-detached house.,,18,Grove Road,Isleworth,TW7 4JH,,,,,1,0,1,,,Approved,18/09/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/1771
P/2023/0321,Hounslow,09/03/2023,Approved,All Other,"Demolition of existing bungalow and garage; erection of two semi-detached dwellings with hard/soft landscaping, accesses and parking",,2,Dorset Waye,Hounslow,TW5 0ND,,,,,2,1,1,,,Approved,04/05/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0321
PAC/2023/2226,Hounslow,11/07/2023,Approved,Prior Approval,Prior approval for the change of use from an office to provide one residential unit,,10,Market Place,Brentford,TW8 8FL,,,,,1,0,1,,,Approved,01/09/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=PAC/2023/2226
P/2023/2645,Hounslow,18/09/2023,Approved,All Other,Certificate of Lawfulness for the proposed use as a single family dwelling to house a young person in care,,42,St Christophers Close,Isleworth,TW7 4NP,,,,,1,0,1,,,Approved,31/10/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/2645
P/2023/0480,Hounslow,16/03/2023,Approved,All Other,Erection of a two storey end of terrace house following demolition of the garage,,2,Park Close,Hounslow,TW3 2HW,,,,,1,0,1,,,Approved,25/05/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0480
P/2023/2528,Hounslow,04/08/2023,Approved,All Other,"Erection of an additional floor to allow for the creation of five flats; installation of air source heat pumps, photovoltaic solar panels (PV) and green roof.",,21,High Street,Feltham,,,,,,5,0,5,,,Approved,17/11/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/2528
P/2023/0365,Hounslow,21/03/2023,Approved,All Other,Erection of a single storey rear extension incorporating alterations to the internal layout and the reinstatement of the shop at the front,,35A,Whitton Road,Hounslow,TW3 2DB,,,,,1,2,-1,,,Approved,10/11/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0365
P/2023/2154,Hounslow,23/08/2023,Approved,All Other,"Conversion of the existing three flats into a single family house. Erection of a part one part two storey side and rear extension, alterations to rear fenestration, erection of a single storey detached outbuilding in rear garden, installation of front boundary gates",Basement Flat,,Grove Park Road,London,W4 3RU,,,,,1,3,-2,,,Approved,29/01/2024,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/2154
P/2023/1462,Hounslow,06/06/2023,Approved,All Other,Certificate of lawfulness proposed for change of use to a six bedroom house in multiple occupation,,35,Arnold Crescent,Isleworth,TW7 7NS,,,,,1,0,1,,,Approved,01/08/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/1462
PALL/2023/2702,Hounslow,22/08/2023,Approved,Prior Approval,"Prior approval for the change of use from commercial, business and service (use class E) to residential (use class C3) providing eight new units",Ground Floor,598 608,Chiswick High Road,London,W4 5RT,,,,,8,0,8,,,Approved,13/10/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=PALL/2023/2702
P/2022/1761,Hounslow,24/10/2022,Approved,All Other,"Demolition of a two storey side extension and erection of a pair of single storey buildings with basement accommodation on both sides of the main building to create two, two-bedroom houses with associated cycle store, recycling area and landscaping",Worton Hall,,Worton Road,Isleworth,TW7 6ER,,,,,2,0,2,,,Approved,12/04/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2022/1761
PAC/2023/0612,Hounslow,23/02/2023,Approved,Prior Approval,Prior approval for the change of use from an office to provide one residential unit,First Floor,THAMES HOUSE,Swan Street,Isleworth,TW7 6RS,,,,,1,0,1,,,Approved,26/04/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=PAC/2023/0612
P/2023/2073,Hounslow,03/08/2023,Approved,All Other,Erection of an additional storey with six front roof windows to create four additional self-contained flats incorporating alterations to the front forecourt and rear communal amenity space and the provision of ancillary facilities including cycle parking and refuse storage.,The Vineyards,,High Street,Feltham,,,,,,4,0,4,,,Approved,17/11/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/2073
P/2022/1532,Hounslow,02/08/2023,Approved,All Other,"Erection of a detached three storey building to provide six self-contained flats with associated car parking, cycle storage and amenity space",LAND ADJAENT TO,2,Exeter Road,Feltham,TW13 5PE,,,,,4,0,4,,,Approved,03/11/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2022/1532
P/2023/2455,Hounslow,15/08/2023,Approved,All Other,Erection of a two storey end of terrace residential house comprising one bedroom with associated refuse and recycling storage and cycle storage,,7,Tachbrook Road,Feltham,TW14 9PD,,,,,1,0,1,,,Approved,08/03/2024,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/2455
PAHF/2023/1196,Hounslow,14/04/2023,Approved,Prior Approval,Prior approval for the erection of two additional floors above the existing third floor creating additional six flats (4 x 2 bed & 2 x 3bed) with associated works,,10,Staines Road,Hounslow,TW3 3JS,,,,,6,0,6,,,Approved,08/06/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=PAHF/2023/1196
P/2022/0532,Hounslow,11/03/2022,Allowed,All Other,Erection of one bedroom self-build house with roof mounted solar panels and associated car parking following the demolition of double garage,REAR OF,68,Park Road,London,W4 3HL,,,,,1,0,1,,,Refused,23/05/2022,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2022/0532
P/2023/0914,Hounslow,02/05/2023,Approved,All Other,"Conversion of a house in multiple occupation into a three storey single family house. Demolition of existing rear extension and erection of a two storey rear extension, a rear roof extension and side roof windows, alterations to fenestration including replacement of of original timber sash windows to front elevation and associated internal alterations.",,19,Grosvenor Road,London,W4 4EQ,,,,,1,8,-7,,,Approved,12/07/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0914
P/2023/2245,Hounslow,13/07/2023,Approved,All Other,Erection of a two storey detached house,LAND ADJACENT TO,26,Exeter Road,Feltham,TW13 5NX,,,,,2,0,2,,,Approved,01/02/2024,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/2245
P/2022/2379,Hounslow,15/09/2022,Approved,All Other,Demolition of existing office and warehouse buildings on site and the erection of one part-seven storey part-eight storey building (including two storey podium) and one part-eight storey part-nine storey building (including two storey podium) for both commercial and residential use to create 111 flats with associated works including the provision of landscaping and amenity space.,Manderson House,,Commerce Road,Brentford,TW8 8LF,,,,,111,0,111,,,Approved,21/03/2024,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2022/2379
P/2023/1699,Hounslow,30/05/2023,Approved,All Other,"Erection of a two storey, four bedroom house and a two storey, three bedroom house with associated pedestrian access, site works including provision of refuse, cycle stores and hard and soft landscaping following the demolition of the existing garages",Garage Block Adjacent 1,GARAGE BLOCK ADJACENT 1-2,Sherborne Road,Feltham,,,,,,2,0,2,,,Approved,08/08/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/1699
P/2022/4033,Hounslow,22/12/2022,Approved,All Other,Erection of a roof extension to form an additional storey to create three flats,,94A,Bath Road,Hounslow,,,,,,3,0,3,,,Approved,06/04/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2022/4033
P/2022/3982,Hounslow,06/03/2023,Approved,All Other,Erection of a two storey extension above existing and a first floor side and rear extension to provide three additional flats. Demolition of part ground floor and erection of cycle and bin storage with associated works and internal alterations.,,68,High Street,Brentford,TW8 0AH,,,,,6,0,6,,,Approved,06/11/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2022/3982
P/2023/0266,Hounslow,29/03/2023,Approved,All Other,"Creation of two residential units and associated refuse, recycling storage, cycle parking and landscaping within part of the ground floor rear parking area including the change of use of part first floor from ancillary retail (Class E(a)) to residential (Class C3) use, alterations at the rear ground floor and part extensions at first, second and third floors following the removal of telecommunications equipment and associated structures from roof",Roman House,225,High Street,Brentford,TW8 8AH,,,,,2,0,2,,,Approved,15/09/2023,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0266
P/2023/0657,Hounslow,29/08/2023,Approved,All Other,Erection of a three storey block of six flats with cycle storage.,,21A,Woodfield Road,Hounslow,TW4 6LL,,,,,6,0,6,,,Approved,29/01/2024,,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/0657
